name,team,year,ppg,apg,rpg,3p%,2p%,mp,gp
Jeremy Evans,DAL,2016,2.4,0.1,1.8,.250,.688,8.4,30
Marc Gasol,MEM,2016,16.6,3.8,7.0,.667,.463,34.4,52
Mike Conley,MEM,2016,15.3,6.1,2.9,.363,.449,31.4,56
Zach Randolph,MEM,2016,15.3,2.1,7.8,.231,.482,29.6,68
Courtney Lee,MEM,2016,10.0,1.5,2.3,.370,.502,29.2,51
Jeff Green,MEM,2016,12.2,1.8,4.5,.309,.470,29.1,53
Matt Barnes,MEM,2016,10.0,2.1,5.5,.322,.449,28.8,76
Briante Weber,MEM,2016,4.8,3.3,4.0,.000,.394,27.7,6
Lance Stephenson,MEM,2016,14.2,2.8,4.4,.355,.487,26.6,26
Tony Allen,MEM,2016,8.4,1.1,4.6,.357,.468,25.3,64
Jordan Farmar,MEM,2016,9.2,3.1,2.1,.356,.473,24.3,12
Mario Chalmers,MEM,2016,10.8,3.8,2.6,.326,.464,22.8,55
Ray McCallum,MEM,2016,6.9,2.7,1.6,.385,.340,21.9,10
P.J. Hairston,MEM,2016,6.9,0.5,2.6,.232,.476,20.8,18
JaMychal Green,MEM,2016,7.4,0.9,4.8,.333,.478,18.5,78
Chris Andersen,MEM,2016,4.6,0.5,4.5,.222,.604,18.3,20
Brandan Wright,MEM,2016,6.9,0.5,3.6,,.673,17.7,12
Xavier Munford,MEM,2016,5.7,1.6,2.2,.391,.426,17.4,14
Vince Carter,MEM,2016,6.6,0.9,2.4,.349,.425,16.8,60
Alex Stepheson,MEM,2016,5.0,0.5,6.5,,.308,15.3,4
Beno Udrih,MEM,2016,5.9,3.3,1.1,.364,.457,15.0,8
Jarell Martin,MEM,2016,5.7,0.6,3.2,.000,.474,14.1,27
Ryan Hollins,MEM,2016,3.6,0.3,2.7,,.625,12.9,32
Elliot Williams,MEM,2016,1.6,0.8,0.8,.250,.167,9.0,5
Jordan Adams,MEM,2016,3.5,1.5,1.0,.000,.400,7.5,2
Russ Smith,MEM,2016,1.5,0.7,0.6,.200,.353,4.4,15
James Ennis,MEM,2016,1.6,0.2,0.7,.250,.400,4.0,10
Jarnell Stokes,MEM,2016,0.0,0.0,1.0,,,2.0,2
Bryce Cotton,MEM,2016,0.8,0.0,0.0,,1.000,1.2,5
James Harden,HOU,2016,29.0,7.5,6.1,.359,.494,38.1,82
Trevor Ariza,HOU,2016,12.7,2.3,4.5,.371,.478,35.3,81
Dwight Howard,HOU,2016,13.7,1.4,11.8,.000,.626,32.1,71
Patrick Beverley,HOU,2016,9.9,3.4,3.5,.400,.472,28.7,71
Ty Lawson,HOU,2016,5.8,3.4,1.7,.330,.415,22.2,53
Terrence Jones,HOU,2016,8.7,0.8,4.2,.316,.490,20.9,50
Corey Brewer,HOU,2016,7.2,1.3,2.4,.272,.460,20.4,82
Clint Capela,HOU,2016,7.0,0.6,6.4,.000,.583,19.1,77
Marcus Thornton,HOU,2016,10.0,1.4,2.4,.338,.461,18.8,47
Josh Smith,HOU,2016,6.6,2.1,2.9,.271,.417,18.3,23
Michael Beasley,HOU,2016,12.8,0.8,4.9,.333,.531,18.2,20
Jason Terry,HOU,2016,5.9,1.4,1.1,.356,.504,17.5,72
Donatas Motiejūnas,HOU,2016,6.2,1.1,2.9,.281,.500,14.8,37
Chuck Hayes,HOU,2016,2.0,1.0,4.0,,.500,12.0,2
Montrezl Harrell,HOU,2016,3.6,0.4,1.7,.000,.652,9.7,39
K.J. McDaniels,HOU,2016,2.4,0.3,1.1,.280,.468,6.4,37
Andrew Goudelock,HOU,2016,2.8,0.5,0.3,.111,.727,6.3,8
Sam Dekker,HOU,2016,0.0,0.0,0.3,,,2.0,3
Gordon Hayward,UTA,2016,19.7,3.7,5.0,.349,.477,36.2,80
Rodney Hood,UTA,2016,14.5,2.7,3.4,.359,.472,32.2,79
Derrick Favors,UTA,2016,16.4,1.5,8.1,.000,.518,32.0,62
Rudy Gobert,UTA,2016,9.1,1.5,11.0,,.559,31.7,61
Shelvin Mack,UTA,2016,12.7,5.3,3.8,.357,.482,31.4,28
Alec Burks,UTA,2016,13.3,2.0,3.5,.405,.412,25.7,31
Trey Burke,UTA,2016,10.6,2.3,1.8,.344,.460,21.3,64
Trevor Booker,UTA,2016,5.9,1.1,5.7,.293,.513,20.7,79
Raul Neto,UTA,2016,5.9,2.1,1.5,.395,.453,18.5,81
Trey Lyles,UTA,2016,6.1,0.7,3.7,.383,.461,17.3,80
Joe Ingles,UTA,2016,4.2,1.2,1.9,.386,.531,15.3,81
Jeff Withey,UTA,2016,4.3,0.4,3.4,.000,.544,12.9,51
Chris Johnson,UTA,2016,2.9,0.6,1.9,.273,.474,12.2,70
Elijah Millsap,UTA,2016,1.8,1.0,1.8,.083,.370,8.7,20
Tibor Pleiß,UTA,2016,2.0,0.2,1.3,.000,.478,6.8,12
Erick Green,UTA,2016,2.2,0.3,0.8,.250,.500,5.8,6
J.J. O'Brien,UTA,2016,0.0,0.0,0.5,,.000,3.0,2
Rajon Rondo,SAC,2016,11.9,11.7,6.0,.365,.479,35.2,72
DeMarcus Cousins,SAC,2016,26.9,3.3,11.5,.333,.473,34.6,65
Rudy Gay,SAC,2016,17.2,1.7,6.5,.344,.495,34.0,70
Darren Collison,SAC,2016,14.0,4.3,2.3,.401,.519,30.0,74
Omri Casspi,SAC,2016,11.8,1.4,5.9,.409,.537,27.2,69
Marco Belinelli,SAC,2016,10.2,1.9,1.7,.306,.456,24.6,68
Duje Dukan,SAC,2016,6.0,1.0,4.0,.400,.000,24.0,1
Willie Cauley-Stein,SAC,2016,7.0,0.6,5.3,.000,.567,21.4,66
Ben McLemore,SAC,2016,7.8,1.2,2.2,.362,.474,21.2,68
Kosta Koufos,SAC,2016,6.8,0.4,5.4,,.532,19.0,78
Seth Curry,SAC,2016,6.8,1.5,1.4,.450,.460,15.7,44
Quincy Acy,SAC,2016,5.2,0.5,3.2,.388,.606,14.8,59
James Anderson,SAC,2016,3.5,0.8,1.7,.267,.478,14.1,51
Caron Butler,SAC,2016,3.7,0.6,1.3,.167,.537,10.4,17
Eric Moreland,SAC,2016,1.0,0.1,1.4,,.500,6.0,8
Danilo Gallinari,DEN,2016,19.5,2.5,5.3,.364,.434,34.7,53
Gary Harris,DEN,2016,12.3,1.9,2.9,.354,.543,32.1,76
Emmanuel Mudiay,DEN,2016,12.8,5.5,3.4,.319,.379,30.4,68
Will Barton,DEN,2016,14.4,2.5,5.8,.345,.476,28.7,82
Jameer Nelson,DEN,2016,7.7,4.9,2.9,.299,.429,26.6,39
Kenneth Faried,DEN,2016,12.5,1.2,8.7,.500,.558,25.3,67
D.J. Augustin,DEN,2016,11.6,4.7,1.9,.411,.475,23.5,28
Nikola Jokić,DEN,2016,10.0,2.4,7.0,.333,.541,21.7,80
Darrell Arthur,DEN,2016,7.5,1.4,4.2,.385,.473,21.7,70
Randy Foye,DEN,2016,6.0,2.1,1.9,.296,.409,19.8,54
JaKarr Sampson,DEN,2016,5.2,0.6,2.3,.276,.535,18.0,26
Joffrey Lauvergne,DEN,2016,7.9,0.9,4.9,.245,.557,17.6,59
Jusuf Nurkić,DEN,2016,8.2,1.3,5.5,.000,.423,17.1,32
J.J. Hickson,DEN,2016,6.9,0.8,4.4,,.505,15.3,20
Axel Toupane,DEN,2016,3.6,0.7,1.5,.325,.400,14.5,21
Kostas Papanikolaou,DEN,2016,2.6,0.6,1.5,.313,.412,11.3,26
Sean Kilpatrick,DEN,2016,3.4,0.4,0.8,.235,1.000,10.3,8
Mike Miller,DEN,2016,1.3,0.9,1.1,.365,.300,7.9,47
Erick Green,DEN,2016,0.0,0.3,0.3,.000,,2.3,3
Anthony Davis,NOP,2016,24.3,1.9,10.3,.324,.511,35.5,61
Eric Gordon,NOP,2016,15.2,2.7,2.2,.384,.457,32.9,45
James Ennis,NOP,2016,15.9,2.0,3.9,.480,.520,31.3,9
Tyreke Evans,NOP,2016,15.2,6.6,5.2,.388,.450,30.6,25
Ryan Anderson,NOP,2016,17.0,1.1,6.0,.366,.466,30.4,66
Tim Frazier,NOP,2016,13.1,7.5,4.4,.419,.457,29.3,16
Jrue Holiday,NOP,2016,16.8,6.0,3.0,.336,.478,28.2,65
Jordan Hamilton,NOP,2016,11.4,2.3,5.6,.289,.507,27.6,11
Norris Cole,NOP,2016,10.6,3.7,3.4,.324,.427,26.6,45
Dante Cunningham,NOP,2016,6.1,1.0,3.0,.316,.550,24.6,80
Ish Smith,NOP,2016,8.9,5.7,3.4,.303,.451,22.9,27
Alonzo Gee,NOP,2016,4.5,1.0,3.4,.283,.590,22.4,73
Toney Douglas,NOP,2016,8.7,2.6,2.3,.399,.421,20.7,61
Bryce Dejean-Jones,NOP,2016,5.6,1.1,3.4,.375,.432,19.9,14
Luke Babbitt,NOP,2016,7.0,1.1,3.1,.404,.433,18.0,47
Ömer Aşık,NOP,2016,4.0,0.4,6.1,,.533,17.3,68
Alexis Ajinça,NOP,2016,6.0,0.5,4.6,.000,.478,14.6,59
Kendrick Perkins,NOP,2016,2.5,0.8,3.5,,.533,14.6,37
Nate Robinson,NOP,2016,0.0,2.0,0.0,.000,,11.5,2
Orlando Johnson,NOP,2016,2.0,0.4,1.2,.200,.250,10.8,5
Jimmer Fredette,NOP,2016,0.5,0.3,0.0,.000,.333,3.3,4
Andrew Wiggins,MIN,2016,20.7,2.0,3.6,.300,.486,35.1,81
Karl-Anthony Towns,MIN,2016,18.3,2.0,10.5,.341,.559,32.0,82
Ricky Rubio,MIN,2016,10.1,8.7,4.3,.326,.396,30.6,76
Zach LaVine,MIN,2016,14.0,3.1,2.8,.389,.482,28.0,82
Gorgui Dieng,MIN,2016,10.1,1.7,7.1,.300,.540,27.1,82
Kevin Martin,MIN,2016,10.6,1.2,2.1,.369,.381,21.4,39
Shabazz Muhammad,MIN,2016,10.5,0.6,3.3,.289,.516,20.5,82
Tayshaun Prince,MIN,2016,2.9,0.9,1.9,.174,.476,19.0,77
Nemanja Bjelica,MIN,2016,5.1,1.4,3.5,.384,.564,17.9,60
Tyus Jones,MIN,2016,4.2,2.9,1.3,.302,.388,15.5,37
Kevin Garnett,MIN,2016,3.2,1.6,3.9,.000,.474,14.6,38
Nikola Peković,MIN,2016,4.5,0.9,1.8,,.380,13.0,12
Andre Miller,MIN,2016,3.4,2.2,0.9,.250,.648,10.8,26
Greg Smith,MIN,2016,2.4,0.3,2.3,,.563,10.7,18
Adreian Payne,MIN,2016,2.5,0.6,2.1,.281,.389,9.3,52
Damjan Rudež,MIN,2016,2.3,0.3,0.6,.340,.667,8.4,33
Brandon Knight,PHO,2016,19.6,5.1,3.9,.342,.461,36.0,52
Eric Bledsoe,PHO,2016,20.4,6.1,4.0,.372,.482,34.2,31
P.J. Tucker,PHO,2016,8.0,2.2,6.2,.330,.455,31.0,82
Devin Booker,PHO,2016,13.8,2.6,2.5,.343,.464,27.7,76
Markieff Morris,PHO,2016,11.6,2.4,5.2,.289,.420,24.8,37
Tyson Chandler,PHO,2016,7.2,1.0,8.7,.000,.585,24.5,66
Orlando Johnson,PHO,2016,8.0,0.0,4.5,.200,.333,23.5,2
Alex Len,PHO,2016,9.0,1.2,7.6,.143,.426,23.3,78
T.J. Warren,PHO,2016,11.0,0.9,3.1,.400,.520,22.8,47
Mirza Teletović,PHO,2016,12.2,1.1,3.8,.393,.476,21.3,79
Archie Goodwin,PHO,2016,8.9,2.1,2.5,.232,.474,19.5,57
Ronnie Price,PHO,2016,5.3,2.4,1.6,.347,.453,19.5,62
Jon Leuer,PHO,2016,8.5,1.1,5.6,.382,.511,18.7,67
Kris Humphries,PHO,2016,7.3,1.8,8.0,.300,.269,18.5,4
John Jenkins,PHO,2016,5.0,1.2,1.6,.406,.500,13.0,22
Phil Pressey,PHO,2016,2.4,3.2,0.9,.000,.500,12.6,9
Chase Budinger,PHO,2016,3.2,0.9,1.7,.235,.679,11.8,17
Sonny Weems,PHO,2016,2.5,1.3,1.1,.406,.386,11.7,36
Jordan McRae,PHO,2016,5.3,1.4,1.1,.273,.533,11.7,7
Bryce Cotton,PHO,2016,1.3,1.0,0.0,.000,.400,11.0,3
Lorenzo Brown,PHO,2016,2.5,1.4,0.9,.125,.412,7.6,8
Alan Williams,PHO,2016,2.9,0.5,3.8,,.417,6.8,10
Cory Jefferson,PHO,2016,2.8,0.0,2.0,.000,.429,6.3,8
Jordan Clarkson,LAL,2016,15.5,2.4,4.0,.347,.468,32.3,79
Lou Williams,LAL,2016,15.3,2.5,2.5,.344,.464,28.5,67
Kobe Bryant,LAL,2016,17.6,2.8,3.7,.285,.410,28.2,66
Julius Randle,LAL,2016,11.3,1.8,10.2,.278,.436,28.2,81
D'Angelo Russell,LAL,2016,13.2,3.3,3.4,.351,.447,28.2,80
Roy Hibbert,LAL,2016,5.9,1.2,4.9,.000,.445,23.2,81
Anthony Brown,LAL,2016,4.0,0.7,2.4,.286,.339,20.7,29
Brandon Bass,LAL,2016,7.2,1.1,4.3,.000,.552,20.3,66
Larry Nance,LAL,2016,5.5,0.7,5.0,.100,.541,20.1,63
Nick Young,LAL,2016,7.3,0.6,1.8,.325,.363,19.1,54
Metta World Peace,LAL,2016,5.0,0.8,2.5,.310,.312,16.9,35
Marcelo Huertas,LAL,2016,4.5,3.4,1.7,.262,.479,16.4,53
Ryan Kelly,LAL,2016,4.2,0.6,3.4,.135,.446,13.1,36
Robert Sacre,LAL,2016,3.5,0.6,2.9,,.413,12.8,25
Tarik Black,LAL,2016,3.4,0.4,4.0,,.548,12.7,39
