name,team,year,ppg,apg,rpg,3p%,2p%,mp,gp
Evan Turner,BOS,2016,10.5,4.4,4.9,.241,.482,28.0,81
Marcus Smart,BOS,2016,9.1,3.0,4.2,.253,.427,27.3,61
Jared Sullinger,BOS,2016,10.3,2.3,8.3,.282,.458,23.6,81
Amir Johnson,BOS,2016,7.3,1.7,6.4,.233,.624,22.8,79
Kelly Olynyk,BOS,2016,10.0,1.5,4.1,.405,.486,20.2,69
David Lee,BOS,2016,7.1,1.8,4.3,.000,.455,15.7,30
Jonas Jerebko,BOS,2016,4.4,0.8,3.7,.398,.421,15.1,78
Tyler Zeller,BOS,2016,6.1,0.5,3.0,,.476,11.8,60
R.J. Hunter,BOS,2016,2.7,0.4,1.0,.302,.486,8.8,36
Terry Rozier,BOS,2016,1.8,0.9,1.6,.222,.291,8.0,39
James Young,BOS,2016,1.0,0.3,0.9,.231,.500,6.9,29
Jordan Mickey,BOS,2016,1.3,0.1,0.8,,.364,3.6,16
Coty Clarke,BOS,2016,2.0,0.0,0.3,1.000,.000,2.0,3
Kemba Walker,CHO,2016,20.9,5.2,4.4,.371,.459,35.6,81
Nicolas Batum,CHO,2016,14.9,5.8,6.1,.348,.492,35.0,70
Courtney Lee,CHO,2016,8.9,2.1,3.1,.392,.475,30.2,28
Michael Kidd-Gilchrist,CHO,2016,12.7,1.3,6.4,.429,.556,29.3,7
Marvin Williams,CHO,2016,11.7,1.4,6.4,.402,.504,28.9,81
Jeremy Lin,CHO,2016,11.7,3.0,3.2,.336,.446,26.3,78
Cody Zeller,CHO,2016,8.7,1.0,6.2,.100,.539,24.3,73
Al Jefferson,CHO,2016,12.0,1.5,6.4,,.485,23.3,47
Frank Kaminsky,CHO,2016,7.5,1.2,4.1,.337,.455,21.1,81
P.J. Hairston,CHO,2016,6.0,0.6,2.7,.314,.433,19.5,48
Jeremy Lamb,CHO,2016,8.8,1.2,3.8,.309,.529,18.6,66
Spencer Hawes,CHO,2016,6.0,1.9,4.3,.373,.422,18.2,57
Brian Roberts,CHO,2016,4.8,1.3,1.0,.333,.477,11.1,30
Troy Daniels,CHO,2016,5.6,0.5,1.3,.484,.462,11.1,43
Tyler Hansbrough,CHO,2016,2.4,0.2,2.0,.667,.441,7.8,44
Jorge Gutiérrez,CHO,2016,1.8,1.4,0.6,.000,.667,5.3,12
Aaron Harrison,CHO,2016,0.9,0.1,0.7,.300,.222,4.4,21
Paul George,IND,2016,23.1,4.1,7.0,.371,.447,34.8,81
George Hill,IND,2016,12.1,3.5,4.0,.408,.466,34.1,74
Monta Ellis,IND,2016,13.8,4.7,3.3,.309,.472,33.8,81
Ian Mahinmi,IND,2016,9.3,1.5,7.1,,.589,25.6,71
C.J. Miles,IND,2016,11.8,1.0,2.7,.367,.474,22.9,64
Myles Turner,IND,2016,10.3,0.7,5.5,.214,.506,22.8,60
Rodney Stuckey,IND,2016,8.9,2.4,2.7,.241,.453,22.0,58
Jordan Hill,IND,2016,8.8,1.2,6.2,.000,.507,20.7,73
Lavoy Allen,IND,2016,5.4,1.0,5.4,,.516,20.2,79
Ty Lawson,IND,2016,4.9,4.4,2.4,.357,.434,18.1,13
Chase Budinger,IND,2016,4.4,1.0,2.5,.290,.488,14.9,49
Solomon Hill,IND,2016,4.2,1.0,2.8,.324,.515,14.7,59
Glenn Robinson,IND,2016,3.8,0.6,1.5,.378,.447,11.3,45
Joe Young,IND,2016,3.8,1.6,1.2,.217,.423,9.4,41
Rakeem Christmas,IND,2016,4.0,0.0,1.0,,1.000,6.0,1
Shayne Whittington,IND,2016,1.6,0.4,1.7,.000,.556,5.9,7
Kentavious Caldwell-Pope,DET,2016,14.5,1.8,3.7,.309,.489,36.7,76
Marcus Morris,DET,2016,14.1,2.5,5.1,.362,.467,35.7,80
Tobias Harris,DET,2016,16.6,2.6,6.2,.375,.512,33.4,27
Andre Drummond,DET,2016,16.2,0.8,14.8,.333,.522,32.9,81
Reggie Jackson,DET,2016,18.8,6.2,3.2,.353,.464,30.7,79
Ersan İlyasova,DET,2016,11.3,1.1,5.4,.363,.471,27.6,52
Stanley Johnson,DET,2016,8.1,1.6,4.2,.307,.410,23.1,73
Anthony Tolliver,DET,2016,5.3,0.7,3.2,.360,.500,18.6,72
Brandon Jennings,DET,2016,6.8,3.0,2.0,.312,.439,18.1,23
Steve Blake,DET,2016,4.4,3.4,1.5,.344,.461,17.0,58
Aron Baynes,DET,2016,6.3,0.6,4.7,.000,.508,15.2,81
Jodie Meeks,DET,2016,7.3,1.0,1.7,.444,.273,14.3,3
Spencer Dinwiddie,DET,2016,4.8,1.8,1.4,.100,.409,13.3,12
Reggie Bullock,DET,2016,3.3,0.7,1.8,.415,.467,11.6,37
Darrun Hilliard,DET,2016,4.0,0.7,1.2,.380,.407,10.1,38
Justin Harper,DET,2016,2.6,0.0,0.2,.444,.000,7.0,5
Joel Anthony,DET,2016,0.9,0.1,1.1,,.600,5.1,19
Jimmy Butler,CHI,2016,20.9,4.8,5.3,.312,.489,36.9,67
Pau Gasol,CHI,2016,16.5,4.1,11.0,.348,.478,31.8,72
Derrick Rose,CHI,2016,16.4,4.7,3.4,.293,.449,31.8,66
Taj Gibson,CHI,2016,8.6,1.5,6.9,.000,.529,26.5,73
Nikola Mirotić,CHI,2016,11.8,1.5,5.5,.390,.430,24.9,66
Doug McDermott,CHI,2016,9.4,0.7,2.4,.425,.470,23.0,81
Mike Dunleavy,CHI,2016,7.2,1.3,2.7,.394,.427,22.7,31
Joakim Noah,CHI,2016,4.3,3.8,8.8,.000,.386,21.9,29
E'Twaun Moore,CHI,2016,7.5,1.7,2.3,.452,.491,21.4,59
Tony Snell,CHI,2016,5.3,1.0,3.1,.361,.380,20.3,64
Justin Holiday,CHI,2016,6.5,1.7,2.3,.433,.400,18.9,27
Bobby Portis,CHI,2016,7.0,0.8,5.4,.308,.443,17.8,62
Aaron Brooks,CHI,2016,7.1,2.6,1.5,.357,.430,16.1,69
Kirk Hinrich,CHI,2016,3.8,1.7,1.7,.411,.387,15.9,35
Cristiano Felício,CHI,2016,3.4,0.8,3.3,.000,.588,10.4,31
Cameron Bairstow,CHI,2016,1.9,0.3,1.6,.200,.343,5.7,18
John Wall,WAS,2016,19.9,10.2,4.9,.351,.448,36.2,77
Bradley Beal,WAS,2016,17.4,2.9,3.4,.387,.481,31.1,55
Otto Porter,WAS,2016,11.6,1.6,5.2,.367,.536,30.3,75
Marcin Gortat,WAS,2016,13.5,1.4,9.9,.000,.567,30.1,75
Markieff Morris,WAS,2016,12.4,1.4,5.9,.316,.524,26.4,27
Jared Dudley,WAS,2016,7.9,2.1,3.5,.420,.534,25.9,81
Garrett Temple,WAS,2016,7.3,1.8,2.7,.345,.453,24.4,80
Ramon Sessions,WAS,2016,9.9,2.9,2.5,.324,.507,20.3,82
Gary Neal,WAS,2016,9.8,1.2,2.1,.410,.489,20.2,40
Nenê Hilário,WAS,2016,9.2,1.7,4.5,.000,.549,19.2,57
Kris Humphries,WAS,2016,6.4,0.6,4.1,.343,.451,16.6,28
Marcus Thornton,WAS,2016,8.4,1.4,2.5,.333,.453,16.0,14
Alan Anderson,WAS,2016,5.0,1.1,2.1,.324,.409,14.8,13
Kelly Oubre,WAS,2016,3.7,0.2,2.1,.316,.492,10.7,63
Drew Gooden,WAS,2016,2.7,0.4,2.8,.171,.419,10.2,30
Ryan Hollins,WAS,2016,1.6,0.0,2.2,,.571,9.6,5
J.J. Hickson,WAS,2016,4.6,0.5,3.0,.000,.556,8.7,15
DeJuan Blair,WAS,2016,2.1,0.4,2.0,.000,.418,7.5,29
Jarell Eddie,WAS,2016,2.4,0.2,0.9,.319,.278,5.7,26
Victor Oladipo,ORL,2016,16.0,3.9,4.8,.348,.475,33.0,72
Tobias Harris,ORL,2016,13.7,2.0,7.0,.311,.523,32.9,49
Evan Fournier,ORL,2016,15.4,2.7,2.8,.400,.506,32.5,79
Nikola Vučević,ORL,2016,18.2,2.8,8.9,.222,.512,31.3,65
Elfrid Payton,ORL,2016,10.7,6.4,3.6,.326,.451,29.4,73
Aaron Gordon,ORL,2016,9.2,1.6,6.5,.296,.531,23.9,78
Ersan İlyasova,ORL,2016,8.1,0.5,5.5,.409,.422,20.3,22
C.J. Watson,ORL,2016,4.3,2.7,2.0,.292,.371,19.9,33
Brandon Jennings,ORL,2016,7.0,4.0,2.0,.346,.386,18.1,25
Mario Hezonja,ORL,2016,6.1,1.4,2.2,.349,.504,17.9,79
Channing Frye,ORL,2016,5.2,1.0,3.2,.397,.508,17.1,44
Jason Smith,ORL,2016,7.2,0.8,2.9,.250,.493,15.5,76
Andrew Nicholson,ORL,2016,6.9,0.4,3.6,.360,.536,14.7,56
Dewayne Dedmon,ORL,2016,4.4,0.2,3.9,,.559,12.2,58
Shabazz Napier,ORL,2016,3.7,1.8,1.0,.327,.351,10.9,55
Devyn Marble,ORL,2016,2.1,0.4,1.4,.250,.333,8.9,28
Keith Appling,ORL,2016,1.2,0.2,0.2,.000,.400,5.4,5
Khris Middleton,MIL,2016,18.2,4.2,3.8,.396,.466,36.1,79
Giannis Antetokounmpo,MIL,2016,16.9,4.3,7.7,.257,.537,35.3,80
Jabari Parker,MIL,2016,14.1,1.7,5.2,.257,.502,31.7,76
Michael Carter-Williams,MIL,2016,11.5,5.2,5.1,.273,.472,30.5,54
Greg Monroe,MIL,2016,15.3,2.3,8.8,.000,.522,29.3,79
Jerryd Bayless,MIL,2016,10.4,3.1,2.7,.437,.408,28.9,52
O.J. Mayo,MIL,2016,7.8,2.9,2.6,.321,.421,26.6,41
Greivis Vásquez,MIL,2016,5.7,4.0,2.0,.247,.415,20.0,23
John Henson,MIL,2016,7.0,0.9,3.9,.000,.566,16.8,57
Miles Plumlee,MIL,2016,5.1,0.3,3.8,,.601,14.3,61
Rashad Vaughn,MIL,2016,3.1,0.6,1.3,.293,.319,14.3,70
Tyler Ennis,MIL,2016,4.5,2.1,1.6,.333,.480,14.2,46
Jared Cunningham,MIL,2016,4.0,0.3,2.3,.286,.286,13.8,4
Johnny O'Bryant,MIL,2016,3.0,0.5,2.7,1.000,.409,13.0,66
Damien Inglis,MIL,2016,1.8,0.5,1.6,.231,.417,7.8,20
Steve Novak,MIL,2016,2.3,0.0,0.3,.333,,6.7,3
Chris Copeland,MIL,2016,2.1,0.5,0.4,.278,.467,6.5,24
Carmelo Anthony,NYK,2016,21.8,4.2,7.7,.339,.463,35.1,72
Arron Afflalo,NYK,2016,12.8,2.0,3.7,.382,.469,33.4,71
Kristaps Porziņģis,NYK,2016,14.3,1.3,7.3,.333,.454,28.4,72
José Calderón,NYK,2016,7.6,4.1,3.2,.414,.496,28.1,72
Robin Lopez,NYK,2016,10.3,1.4,7.3,.000,.540,27.1,82
Langston Galloway,NYK,2016,7.6,2.5,3.5,.344,.423,24.8,82
Lance Thomas,NYK,2016,8.2,0.9,2.2,.404,.458,22.3,59
Derrick Williams,NYK,2016,9.3,0.9,3.7,.293,.506,17.9,80
Jerian Grant,NYK,2016,5.6,2.3,1.9,.220,.454,16.6,76
Sasha Vujačić,NYK,2016,4.9,1.4,2.4,.364,.403,14.9,61
Kyle O'Quinn,NYK,2016,4.8,1.1,3.8,.227,.498,11.8,65
Kevin Séraphin,NYK,2016,3.9,1.0,2.6,.000,.414,11.0,48
Cleanthony Early,NYK,2016,1.8,0.4,1.5,.267,.320,9.1,17
Lou Amundson,NYK,2016,1.8,0.4,1.7,,.358,7.0,29
Thanasis Antetokounmpo,NYK,2016,3.0,0.0,0.5,.000,1.000,3.0,2
Jimmer Fredette,NYK,2016,3.5,0.0,0.0,1.000,,2.5,2
Joe Johnson,BRK,2016,11.8,4.1,3.9,.371,.427,33.9,57
Brook Lopez,BRK,2016,20.6,2.0,7.8,.143,.515,33.7,73
Thaddeus Young,BRK,2016,15.1,1.8,9.0,.233,.523,33.0,73
Jarrett Jack,BRK,2016,12.8,7.4,4.3,.304,.426,32.1,32
Bojan Bogdanović,BRK,2016,11.2,1.3,3.2,.382,.474,26.8,79
Sean Kilpatrick,BRK,2016,13.8,1.1,2.2,.361,.526,23.2,23
Shane Larkin,BRK,2016,7.3,4.4,2.3,.361,.464,22.4,78
Donald Sloan,BRK,2016,7.0,4.4,2.8,.384,.462,21.6,61
Wayne Ellington,BRK,2016,7.7,1.1,2.3,.358,.416,21.3,76
Rondae Hollis-Jefferson,BRK,2016,5.8,1.5,5.3,.286,.476,21.2,29
Henry Sims,BRK,2016,6.5,0.6,5.1,,.429,18.8,14
Markel Brown,BRK,2016,5.9,1.5,2.0,.314,.443,15.8,62
Chris McCullough,BRK,2016,4.7,0.4,2.8,.382,.413,15.1,24
Andrea Bargnani,BRK,2016,6.6,0.4,2.1,.188,.471,13.8,46
Thomas Robinson,BRK,2016,4.3,0.6,5.1,.000,.448,12.9,71
Willie Reed,BRK,2016,4.7,0.3,3.1,,.571,10.9,39
Sergey Karasev,BRK,2016,2.4,0.9,1.5,.297,.514,10.0,40
Ish Smith,PHI,2016,14.7,7.0,4.3,.336,.420,32.4,50
Jahlil Okafor,PHI,2016,17.5,1.2,7.0,.167,.511,30.0,53
Nerlens Noel,PHI,2016,11.1,1.8,8.1,.500,.521,29.3,67
Robert Covington,PHI,2016,12.8,1.4,6.3,.353,.452,28.4,67
Hollis Thompson,PHI,2016,9.8,1.3,3.5,.380,.420,28.0,77
Jerami Grant,PHI,2016,9.7,1.8,4.7,.240,.477,26.8,77
Isaiah Canaan,PHI,2016,11.0,1.8,2.3,.363,.354,25.5,77
Nik Stauskas,PHI,2016,8.5,1.9,2.5,.326,.473,24.8,73
T.J. McConnell,PHI,2016,6.1,4.5,3.1,.348,.499,19.8,81
Tony Wroten,PHI,2016,8.4,2.5,2.6,.176,.396,18.0,8
Carl Landry,PHI,2016,9.8,0.9,4.1,.462,.561,15.8,36
JaKarr Sampson,PHI,2016,5.1,0.6,2.7,.176,.476,14.7,47
Richaun Holmes,PHI,2016,5.6,0.6,2.6,.182,.596,13.8,51
Kendall Marshall,PHI,2016,3.7,2.4,0.9,.327,.391,13.3,30
Elton Brand,PHI,2016,4.1,1.1,3.7,.000,.437,13.2,17
Phil Pressey,PHI,2016,3.9,3.3,1.6,.308,.405,12.1,14
Sonny Weems,PHI,2016,2.4,0.3,1.7,.222,.417,11.1,7
Christian Wood,PHI,2016,3.6,0.2,2.2,.364,.429,8.5,17
Draymond Green,GSW,2016,14.0,7.4,9.5,.388,.537,34.7,81
Stephen Curry,GSW,2016,30.1,6.7,5.4,.454,.566,34.2,79
Klay Thompson,GSW,2016,22.1,2.1,3.8,.425,.510,33.3,80
Harrison Barnes,GSW,2016,11.7,1.8,4.9,.383,.508,30.9,66
Andre Iguodala,GSW,2016,7.0,3.4,4.0,.351,.570,26.6,65
Andrew Bogut,GSW,2016,5.4,2.3,7.0,1.000,.626,20.7,70
Shaun Livingston,GSW,2016,6.3,3.0,2.2,.167,.548,19.5,78
Festus Ezeli,GSW,2016,7.0,0.7,5.6,,.548,16.7,46
Leandro Barbosa,GSW,2016,6.4,1.2,1.7,.355,.508,15.9,68
Brandon Rush,GSW,2016,4.2,0.8,2.5,.414,.447,14.7,72
Marreese Speights,GSW,2016,7.1,0.8,3.3,.387,.439,11.6,72
Ian Clark,GSW,2016,3.6,1.0,1.0,.357,.500,8.8,66
Anderson Varejão,GSW,2016,2.6,0.7,2.3,,.438,8.5,22
James Michael McAdoo,GSW,2016,2.9,0.4,1.4,.500,.537,6.4,41
Jason Thompson,GSW,2016,2.1,0.7,1.9,,.476,6.4,28
Kevon Looney,GSW,2016,1.8,0.0,2.0,.500,.600,4.2,5
Kawhi Leonard,SAS,2016,21.2,2.6,6.8,.443,.528,33.1,72
LaMarcus Aldridge,SAS,2016,18.0,1.5,8.5,.000,.521,30.6,74
Tony Parker,SAS,2016,11.9,5.3,2.4,.415,.501,27.5,72
Danny Green,SAS,2016,7.2,1.8,3.8,.332,.448,26.1,79
Tim Duncan,SAS,2016,8.6,2.7,7.3,.000,.490,25.2,61
Patty Mills,SAS,2016,8.5,2.8,2.0,.384,.469,20.5,81
Manu Ginóbili,SAS,2016,9.6,3.1,2.5,.391,.496,19.6,58
Boris Diaw,SAS,2016,6.4,2.3,3.1,.362,.564,18.2,76
David West,SAS,2016,7.1,1.8,4.0,.429,.546,18.0,78
Kevin Martin,SAS,2016,6.2,0.8,1.8,.333,.365,16.3,16
Kyle Anderson,SAS,2016,4.5,1.6,3.1,.324,.488,16.0,78
Jonathon Simmons,SAS,2016,6.0,1.1,1.7,.383,.533,14.8,55
Andre Miller,SAS,2016,4.3,2.2,2.1,.250,.500,13.9,13
Boban Marjanović,SAS,2016,5.5,0.4,3.6,,.603,9.4,54
Rasual Butler,SAS,2016,2.7,0.5,1.2,.306,.618,9.4,46
Ray McCallum,SAS,2016,2.2,1.1,1.0,.313,.431,8.3,31
Matt Bonner,SAS,2016,2.5,0.3,0.9,.441,.609,6.9,30
Kevin Durant,OKC,2016,28.2,5.0,8.2,.387,.569,35.8,72
Russell Westbrook,OKC,2016,23.5,10.4,7.8,.296,.503,34.4,80
Serge Ibaka,OKC,2016,12.6,0.8,6.8,.326,.520,32.1,78
Dion Waiters,OKC,2016,9.8,2.0,2.6,.358,.421,27.6,78
Steven Adams,OKC,2016,8.0,0.8,6.7,,.613,25.2,80
Andre Roberson,OKC,2016,4.8,0.7,3.6,.311,.608,22.2,70
Randy Foye,OKC,2016,5.6,1.8,1.9,.309,.397,21.2,27
Enes Kanter,OKC,2016,12.7,0.4,8.1,.476,.579,21.0,82
D.J. Augustin,OKC,2016,4.2,1.9,1.3,.393,.367,15.3,34
Kyle Singler,OKC,2016,3.4,0.4,2.1,.309,.452,14.4,68
Anthony Morrow,OKC,2016,5.6,0.4,0.9,.387,.442,13.6,68
Cameron Payne,OKC,2016,5.0,1.9,1.5,.324,.467,12.2,57
Nick Collison,OKC,2016,2.1,0.9,2.9,.000,.467,11.8,59
Josh Huestis,OKC,2016,2.8,0.0,2.0,.667,.167,11.0,5
Nazr Mohammed,OKC,2016,1.6,0.0,0.8,,.600,3.8,5
Mitch McGary,OKC,2016,1.3,0.2,0.9,.000,.579,3.6,20
Steve Novak,OKC,2016,2.4,0.0,0.6,.556,.333,3.4,7
DeAndre Jordan,LAC,2016,12.7,1.2,13.8,.000,.704,33.7,77
Blake Griffin,LAC,2016,21.4,4.9,8.4,.333,.504,33.4,35
Chris Paul,LAC,2016,19.5,10.0,4.2,.371,.501,32.7,74
J.J. Redick,LAC,2016,16.3,1.4,1.9,.475,.484,28.0,75
Jamal Crawford,LAC,2016,14.2,2.3,1.8,.340,.440,26.9,79
Jeff Green,LAC,2016,10.9,1.5,3.4,.325,.468,26.3,27
Austin Rivers,LAC,2016,8.9,1.5,1.9,.335,.495,21.9,67
Wesley Johnson,LAC,2016,6.9,0.6,3.1,.333,.510,20.8,80
Paul Pierce,LAC,2016,6.1,1.0,2.7,.310,.445,18.1,68
Luc Mbah a Moute,LAC,2016,3.1,0.4,2.3,.325,.485,17.0,75
Lance Stephenson,LAC,2016,4.7,1.4,2.5,.404,.529,15.8,43
Josh Smith,LAC,2016,5.7,1.3,3.9,.310,.418,14.3,32
Pablo Prigioni,LAC,2016,2.5,2.2,1.9,.295,.519,13.9,59
Cole Aldrich,LAC,2016,5.5,0.8,4.8,,.596,13.3,60
C.J. Wilcox,LAC,2016,3.0,0.4,0.5,.391,.395,7.3,23
Jeff Ayres,LAC,2016,1.8,0.3,1.3,.000,.545,6.3,17
Branden Dawson,LAC,2016,0.8,0.0,0.7,,.400,4.8,6
Alex Stepheson,LAC,2016,0.5,0.0,0.5,,1.000,3.0,4
Damian Lillard,POR,2016,25.1,6.8,4.0,.375,.450,35.7,75
CJ McCollum,POR,2016,20.8,4.3,3.2,.417,.463,34.8,80
Al-Farouq Aminu,POR,2016,10.2,1.7,6.1,.361,.468,28.5,82
Allen Crabbe,POR,2016,10.3,1.2,2.7,.393,.506,26.0,81
Mason Plumlee,POR,2016,9.1,2.8,7.7,.000,.520,25.4,82
Meyers Leonard,POR,2016,8.4,1.5,5.1,.377,.527,21.9,61
Ed Davis,POR,2016,6.5,1.1,7.4,,.611,20.8,81
Gerald Henderson,POR,2016,8.7,1.0,2.9,.353,.468,19.9,72
Maurice Harkless,POR,2016,6.4,0.9,3.6,.279,.576,18.7,78
Noah Vonleh,POR,2016,3.6,0.4,3.9,.239,.457,15.1,78
Tim Frazier,POR,2016,1.5,1.2,1.1,.176,.395,7.8,35
Chris Kaman,POR,2016,2.8,0.7,1.5,.250,.487,7.0,16
Brian Roberts,POR,2016,2.9,0.8,0.6,.400,.486,6.5,21
Cliff Alexander,POR,2016,1.3,0.0,0.8,,.500,4.5,8
Pat Connaughton,POR,2016,1.1,0.3,0.9,.238,.286,4.2,34
Luis Montero,POR,2016,1.2,0.1,0.3,.111,.400,3.5,12
Wesley Matthews,DAL,2016,12.5,1.9,3.1,.360,.432,33.9,78
Deron Williams,DAL,2016,14.1,5.8,2.9,.344,.454,32.4,65
Dirk Nowitzki,DAL,2016,18.3,1.8,6.5,.368,.483,31.5,75
Chandler Parsons,DAL,2016,13.7,2.8,4.7,.414,.540,29.5,61
Raymond Felton,DAL,2016,9.5,3.6,3.2,.282,.463,27.4,80
Zaza Pachulia,DAL,2016,8.6,1.7,9.4,.000,.469,26.4,76
J.J. Barea,DAL,2016,10.9,4.1,2.1,.385,.481,22.5,74
Devin Harris,DAL,2016,7.6,1.8,2.2,.329,.532,20.0,64
David Lee,DAL,2016,8.5,1.2,7.0,,.636,17.3,25
Dwight Powell,DAL,2016,5.8,0.6,4.0,.125,.514,14.4,69
Justin Anderson,DAL,2016,3.8,0.5,2.4,.265,.533,11.8,55
Salah Mejri,DAL,2016,3.7,0.3,3.6,.000,.636,11.7,34
JaVale McGee,DAL,2016,5.1,0.1,3.9,.000,.579,10.9,34
Charlie Villanueva,DAL,2016,5.1,0.4,2.5,.273,.503,10.7,62
John Jenkins,DAL,2016,3.3,0.4,1.0,.158,.510,9.2,21
